review_title,review_text,location,review_score,sentiment,v_scores,polarity
Excellent and responsive service as…,Excellent and responsive service as always. Thank you Craig,UK,5,2,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.8271}",0.8271
We had such a fantastic Wedding…,We had such a fantastic Wedding Celebration at Fairmont the Maldives. Joshua Parry was very kind and helpful with us organising our holiday according with our budget. Thanks to Destinology we have a smooth check in at the airport in Male and had access to the Lounge to wait for our flight back to the UK. It was our first time using Destinology and for sure we will be use it again.,UK,5,2,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.9535}",0.9535
10/10 service,"We have used Louise at Destinology for our last few trips and we could not recommend her enough! She organises everything including the best flights, best hotels and transfers. The excellent service even continues when we’re away where we get help with booking spa experiences, restaurants and excursions. Destinology will continue to be our go to travel provider!",UK,5,2,"{'neg': 0.03, 'neu': 0.752, 'pos': 0.218, 'compound': 0.9357}",0.9357
Maldives booking with Jo Britton,Excellent customer service from Jo from the start of the call to the end. Just can’t wait to go on my holiday of a lifetime!,UK,5,2,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.7712}",0.7712
Stress free holiday booking,Emma has been available to answer all my queries. She promptly booked our holiday and made sure that we are provided with all the required information.,UK,5,2,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.6124}",0.6124
What a great experience booking our…,What a great experience booking our last minute Break with Emma O’Reilly.  So professional and very informative we will 100% be booking again thank you Emma for all your help .,UK,5,2,"{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.8519}",0.8519
Felicity is brilliant,"After my father passing away at the end of October, my mother and I decided that we would like to go away for Christmas. Due to the short notice we understood that finding somewhere suitable would be very difficult. We spoke to Felicity who worked tirelessly over 48 hours even working on her day off to find us the perfect holiday. She is an absolute superstar and was extremely kind in our time of grief",UK,5,2,"{'neg': 0.068, 'neu': 0.788, 'pos': 0.144, 'compound': 0.765}",0.765
Another brilliant experience!,"Another brilliant experience from Destinology! I contacted our usual agent, Amy Williams, regarding a cruise we were interested in taking in 2024. Amy passed me onto her colleague, Emma O'Reilly, as this is her department.Emma was as helpful and as lovely as Amy. She contacted me promptly, went through all of the options and gave a very competitive price. I wanted to double check our children were happy with the destination so she said she would call me for following morning.As promised, Emma called on time, reiterated the cruise details and the deposit was made. Throughout Emma was lovely - a great mix of friendliness and professionalism and she was knowledgable about the ports of call on our chosen cruise too.We wouldn't look to book our holidays through any other company now and I've lost count of how many holidays we've booked through Destinology over the past 6 years! If there's ever an issue (as there was on our holiday in Dubai last August), they are on it, sorting things out and it feels as if nothing is too much trouble.5 stars, 10 out of 10, top marks all round!!",UK,5,2,"{'neg': 0.01, 'neu': 0.794, 'pos': 0.195, 'compound': 0.9904}",0.9904
Great Work!,"Speed, composure and accuracy when dealing with our enquiry.",UK,5,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Faultless service from the team,"Faultless service from the team.  Emma H made my booking look easy, everything taken care of.  I felt very reassured that any changes would not be a problem.",UK,5,2,"{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.9239}",0.9239
The return call came promptly,"The return call came promptly, and within a short conversation Anna understood what I was looking for. We conclude our holiday plan with satisfaction. I hope it will turn out to be what is promised.",UK,5,2,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.875}",0.875
Excellent service beyond expectations,"Excellent téléphone manners, friendly and efficient service. Hannah Gray listened to what I was looking for and responded with a range of relevant options, including some I may not have thought about. Excellent communication, concise, prompt and actually very fast. It made me feel valued, and that she really cared that I should have a great holiday. I would trust and book again with Destinology.",UK,5,2,"{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.9826}",0.9826
Superb from destinology AGAIN,"We've used destinology a few times now, mainly for repeat visits to Mauritius. We have always dealt with Leesa and the service has always been exceptional. Her knowledge is second to none, this time was no different. We booked again for next March and Leesa went the extra mile, as usual, even answering emails at 10pm at night. Fabulous service!",UK,5,2,"{'neg': 0.034, 'neu': 0.908, 'pos': 0.058, 'compound': 0.3595}",0.3595
We had a travel consultant Ameliacalled…,We had a travel consultant called Amelia and from start to finish she has been excellent She found us a great deal and was very quick and efficient with our requests Would highly recommend,UK,5,2,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.9281}",0.9281
Best for Dubai,"Antony is a credit to Destinology he has been looking after me for years with my Dubai holidays, and once again has booked our visit for 2023. Antony listens to what we want, understands our requirements and works on getting us the best price possible, always contactable too which is a very important aspect to us.We recommend Antony and Destinology to so many people.",UK,5,2,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.923}",0.923
Danielle Tweed !!!!!!! amazing,"Danielle Tweed !!!!!!!We are in Koh Samui at the Banyan tree.Nice hotel,However we hit monsoon season which we thought would be over 30/11/2022Never seen storms lightning like this in my life. Could not step out of the villa.She on a Sunday arranged to transfer us to Banyantree Bangkok where weather is lovelyShe changed flights arranged transfer. Did more than we could possibly have asked for. Unbelievable service. I love Destinology and all the guys that we gave come into contact are amazing. Leesa Campbell who normally deals with all our holidays is amazing. Danielle is in the same category of good old fashioned service. So pleased with the help and service once again. Xx",UK,5,2,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.9821}",0.9821
Agent took the time to understand our…,Agent took the time to understand our needs and review possible options.  Very fast follow-up,UK,5,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Destinology making Paradise real,"From the outset of our plan to visit Kanifushi Island, Maldives, Destinology made the process fluid and the journey there and back again exemplary. Destinology we rate excellent because the communication between Sophie Higgins at the company, administration at Kanifushi and ourselves was precise and clear, nothing was too much trouble to ask for around clarity, scheduling and actioning our travel programme and accommodation. Well done Sophie at Destinology for your client centred approach, friendliness, above and beyond support we will definitely be asking you to plan another future holiday for us Thank you Eileen & David Pilkington-Ward - Padiham, Lancs",UK,5,2,"{'neg': 0.023, 'neu': 0.769, 'pos': 0.209, 'compound': 0.9638}",0.9638
Brilliant as always,I have used Destinology for years and would not go anywhere else. They have always come up with the holidays I want and the hotels they have on their books are of a high standard.,UK,5,2,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.4404}",0.4404
Great service,"Great, efficient & professional customer service. Extremely helpful. Would highly recommend.",UK,5,2,"{'neg': 0.0, 'neu': 0.354, 'pos': 0.646, 'compound': 0.915}",0.915
Amazing service once again from Maura…,Amazing service once again from Maura and Destinology. Been booking with them for over 10 years and will continue to do so.,UK,5,2,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.5859}",0.5859
Destinology,Emma O'Reilly was really helpful and knowledgeable. She did a lot of work to help us find the right holiday. l,UK,5,2,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.8883}",0.8883
Leesa was a brilliant sales rep and…,Leesa was a brilliant sales rep and extremely helpful. We’ve booked with Destinology before and have always rated the excellent service.,UK,5,2,"{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.8908}",0.8908
5* service from Destinology,"I cannot recommend the staff at destinology highly enough.  They have gone above and beyond to help me choose the right island in The Maldives for me and my partner. In particular, Georgia has been an absolute star.  Very helpful, patient and could not do enough to assist me, even when I didn't know what I wanted!",UK,5,2,"{'neg': 0.034, 'neu': 0.868, 'pos': 0.098, 'compound': 0.6092}",0.6092
